"year","mean_depth","ci_lower","ci_upper"
2003,723.1995668537,718.461913396692,727.114215666503
2004,742.276325736627,738.821786699979,746.442650129314
2005,762.681151044731,759.090078618416,766.554347170009
2006,775.962200292467,772.486240540221,779.633307966599
2007,776.203873373551,772.695060379334,780.116228209854
2008,773.162998044775,769.52949554138,776.443877208707
2009,784.205572777035,780.790686661493,787.330256866312
2010,781.640819277994,778.180862417818,784.635865345602
2011,779.178140580307,775.446251205623,782.542028170849
2012,766.091987275305,762.639743430751,769.550531798435
2013,785.548363768114,782.138486192653,789.272520533316
2014,759.107347498165,755.528043809142,762.597575376101
2015,756.312442229272,752.4844180091,760.247905384621
2016,755.035922385852,751.362456482425,758.224463557931
2017,760.809441488096,756.111910831472,765.1487618648
2018,740.540008243964,736.205136753792,744.440455153392
2019,755.373750390197,752.017846427023,758.432817102581
2021,712.348691733546,708.923837243264,716.083678562713
2022,718.357927385536,714.793681815058,721.704079149901
2023,724.193885392277,720.699142732714,728.091237896981
2024,713.417782054121,709.080100833666,717.460679363122
