"year","mean_depth","ci_lower","ci_upper"
2003,313.595705497089,310.336036586196,316.465018130569
2004,314.53466749876,311.451476459939,317.313105320119
2005,311.648415930481,308.366835613906,314.916164419347
2006,310.172581913752,307.437624422879,313.290161386303
2007,307.868577150366,304.90609246221,311.157667134941
2008,308.355448310838,305.338951527446,311.245207687118
2009,311.045223370419,307.743001492943,314.159644502365
2010,311.973017788437,309.005701665369,315.05042287745
2011,313.651019881784,310.726921364425,316.137935134993
2012,311.760473155928,309.120907440378,314.192143612362
2013,320.900491939393,318.289691455996,323.93406233047
2014,315.655751264945,312.778975486939,318.557952549966
2015,314.043419018971,311.219555034958,316.856303264371
2016,315.924773180116,313.43475375544,318.833855727719
2017,313.367696532767,310.378641555969,316.623618226734
2018,311.571672430126,308.455285102793,314.024474944244
2019,312.600170297522,310.171964947011,315.192126089097
2021,311.691688707818,308.382646096342,314.293236507912
2022,307.91859967474,304.488786713179,310.267991863396
2023,311.773751381895,308.577518891311,315.438347974656
2024,312.201648712347,309.21184610482,314.833163197969
