"year","mean_depth","ci_lower","ci_upper"
2003,166.480533426055,165.272128825514,167.844268637246
2004,166.659849030372,165.552072402675,167.847101554877
2005,165.692333988718,164.380150198524,167.022174940205
2006,164.984087494619,163.853940551435,166.095277680954
2007,165.695415919537,164.421438764635,166.880070648251
2008,168.143549401139,166.784299727187,169.591674769243
2009,165.082876531891,163.999574365373,166.290404351129
2010,167.085999225425,165.898141258589,168.29043852534
2011,166.610386872752,165.150561934612,167.938859793262
2012,167.025529037544,165.735055243476,168.495016639403
2013,165.942534927461,164.82140997874,167.134819843182
2014,166.257105935918,164.827620157313,167.646154188849
2015,166.493687852367,165.229794812689,167.811324462972
2016,165.326115193605,163.884148439473,166.596614047028
2017,165.060181611153,163.838194687153,166.555252236281
2018,165.289127180419,164.007793962534,166.567898948324
2019,165.418446058141,164.088367297775,166.694528331043
2021,165.534402169966,164.305292741716,166.718496190867
2022,165.485866082116,164.339679407442,166.581934563669
2023,165.398627874422,164.129584831672,166.67289608272
2024,166.402934100597,165.094857505468,167.776403567976
