"year","mean_depth","ci_lower","ci_upper"
2003,261.029918488861,258.061686911625,264.181061729658
2004,261.491109730758,258.89284596974,264.156833822143
2005,260.802957249494,258.078710790068,263.392875485416
2006,260.909777796411,258.470027906793,263.613476418026
2007,261.744318009317,259.22602648703,264.765130971656
2008,261.002276066328,257.877415505157,263.745259361697
2009,261.337593272306,258.602423551186,263.826038723335
2010,261.304565808863,258.969968833984,263.77660455159
2011,263.392352154592,261.061891627744,265.587574695567
2012,264.360813458845,261.695210201995,267.047493661715
2013,262.291221431966,259.944718534277,264.90601462909
2014,260.593939285663,257.948525865813,263.291544261538
2015,260.969015489045,258.533402693436,263.58712857545
2016,264.232493445237,261.785918556585,266.829110981291
2017,261.062036526403,258.468276219165,263.513526219797
2018,264.963090823967,261.860570881567,267.48590660721
2019,264.752268515884,262.370142364258,267.903628243367
2021,261.528563522071,258.378563096982,264.000634103361
2022,261.80373964554,259.501550108269,264.018141576222
2023,264.478024049008,261.516993239774,267.640720750566
2024,262.959335619597,260.246781153381,265.704788849838
