"year","mean_depth","ci_lower","ci_upper"
2003,429.054393219939,425.440577618562,432.649317829387
2004,427.269893522064,423.897438454981,431.40238139018
2005,424.18980951541,420.682441304419,427.624401855404
2006,429.730955587822,426.101328476498,433.68920979396
2007,427.397307374785,424.284719742496,430.821439573279
2008,427.601970608834,424.159493286265,431.30179581165
2009,419.148689454785,415.455865126385,423.014744355606
2010,422.448084921546,418.930785544896,425.989575509757
2011,418.326325893565,414.806503253167,422.399842948711
2012,415.396788176151,412.655211047913,418.459013460003
2013,424.536162773097,421.150672167825,427.526310594697
2014,413.661515485572,410.087707899432,417.303372075726
2015,426.480718520066,422.960804807219,430.312598677385
2016,421.393847885839,418.26821118656,424.695540770127
2017,417.253845307484,414.190829205643,420.891840223772
2018,418.933720340397,415.574519496902,422.431454747896
2019,412.349498868075,408.616838561665,415.585849868903
2021,424.472653495907,420.896262495235,427.765446928874
2022,415.778945039777,412.292721900985,418.838512814548
2023,422.763102632691,419.01611023737,426.417094778938
2024,412.567566360981,408.720301581021,415.891680069914
